block,t_hr,h_B,h_L,h_D,tau,hunger,stage_idx,eligible,w,eta_t,lam,alpha0_hunger,q,fired,choice_idx0,choice_name,duration_blocks,appeal_big_e_cook,eta_k_big_e_cook,cost_big_e_cook,hunger_term_big_e_cook,prob_big_e_cook,appeal_small_e_cook,eta_k_small_e_cook,cost_small_e_cook,hunger_term_small_e_cook,prob_small_e_cook,appeal_quick_e_snack,eta_k_quick_e_snack,cost_quick_e_snack,hunger_term_quick_e_snack,prob_quick_e_snack,appeal_big_wood_cook,eta_k_big_wood_cook,cost_big_wood_cook,hunger_term_big_wood_cook,prob_big_wood_cook,appeal_small_wood,eta_k_small_wood,cost_small_wood,hunger_term_small_wood,prob_small_wood,appeal_cold_no_cook,eta_k_cold_no_cook,cost_cold_no_cook,hunger_term_cold_no_cook,prob_cold_no_cook
93,7.75,4,0,0,2.0833333333333326,0.10416666666666663,0,False,1.1505288252316073,0.0,0.0,0.04166666666666666,0.11507002443474487,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,7.8333,4,0,0,2.166666666666666,0.10833333333333331,0,False,1.0837312545529163,0.0,0.0,0.04333333333333333,0.11329451586651842,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,7.9167,4,0,0,2.2499999999999996,0.11249999999999999,0,False,0.9979303060008433,0.0,0.0,0.045,0.11091225221219696,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,8.0,4,0,0,2.333333333333333,0.11666666666666665,0,False,0.8942256503441278,0.0,0.0,0.04666666666666666,0.10789197990758766,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,8.0833,4,0,0,2.4166666666666665,0.12083333333333333,0,False,0.7739072574691829,0.0,0.0,0.04833333333333334,0.1042067622371228,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,8.1667,4,0,0,2.5,0.125,0,False,0.6384407181587382,0.0,0.0,0.05,0.09984299505346199,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,8.25,4,0,0,2.5833333333333335,0.12916666666666668,0,False,0.4894502998230671,0.0,0.0,0.05166666666666667,0.09481083214985056,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,8.3333,4,0,0,2.666666666666667,0.13333333333333336,0,False,0.3287000425620598,0.0,0.0,0.053333333333333344,0.08915451520683547,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,8.4167,4,0,0,2.7500000000000004,0.13750000000000004,0,False,0.15807322670038057,0.0,0.0,0.05500000000000002,0.08296015272081207,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,8.5,4,0,0,2.833333333333334,0.1416666666666667,0,False,-0.020449441372621533,0.0,0.0,0.05666666666666668,0.07635799751275188,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,8.5833,4,0,0,2.9166666666666674,0.14583333333333337,0,False,-0.20481257160968203,0.0,0.0,0.05833333333333335,0.06951682904657884,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,8.6667,4,0,0,3.000000000000001,0.15000000000000005,0,False,-0.3929094096459322,0.0,0.0,0.060000000000000026,0.06262993317348031,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,8.75,4,0,0,3.0833333333333344,0.15416666666666673,0,False,-0.5826053920294507,0.0,0.0,0.061666666666666696,0.05589491317699236,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,8.8333,4,0,0,3.166666666666668,0.1583333333333334,0,False,-0.7717616138193715,0.0,0.0,0.06333333333333337,0.04949193385730342,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,8.9167,4,0,0,3.2500000000000013,0.1625000000000001,0,False,-0.9582579086933736,0.0,0.0,0.06500000000000004,0.043565695090685266,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,9.0,4,0,0,3.333333333333335,0.16666666666666674,0,False,-1.140015270236872,0.0,0.0,0.0666666666666667,0.038215019117936885,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,9.0833,4,0,0,3.4166666666666683,0.17083333333333342,0,False,-1.3150173750909513,0.0,0.0,0.06833333333333337,0.03349120122576458,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,9.1667,4,0,0,3.5000000000000018,0.1750000000000001,0,False,-1.4813310026701068,0.0,0.0,0.07000000000000005,0.0294036310769544,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,9.25,4,0,0,3.5833333333333353,0.17916666666666678,0,False,-1.6371251807905978,0.0,0.0,0.07166666666666671,0.02592971708164764,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,9.3333,4,0,0,3.6666666666666687,0.18333333333333346,0,False,-1.7806889204126708,0.0,0.0,0.07333333333333339,0.023026053440658497,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,9.4167,4,0,0,3.750000000000002,0.1875000000000001,0,False,-1.9104474345598381,0.0,0.0,0.07500000000000005,0.02063859099919034,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,9.5,4,0,0,3.8333333333333357,0.1916666666666668,0,False,-2.024976765279813,0.0,0.0,0.07666666666666672,0.01871066125057896,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,9.5833,4,0,0,3.916666666666669,0.19583333333333347,0,False,-2.1230167674176257,0.0,0.0,0.0783333333333334,0.01718860409798078,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,9.6667,4,0,0,4.000000000000003,0.20000000000000015,0,False,-2.203482418395974,0.0,0.0,0.08000000000000007,0.016025297629419302,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,9.75,4,0,0,4.083333333333336,0.2041666666666668,0,False,-2.2654734388259135,0.0,0.0,0.08166666666666672,0.015182115071421459,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,9.8333,4,0,0,4.166666666666669,0.20833333333333345,0,False,-2.308282219564152,0.0,0.0,0.08333333333333338,0.014629850395639412,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,9.9167,4,0,0,4.250000000000002,0.2125000000000001,0,False,-2.331400057025223,0.0,0.0,0.08500000000000005,0.014349066187423843,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,10.0,4,0,0,4.333333333333335,0.21666666666666676,0,False,-2.3345217006347765,0.0,0.0,0.08666666666666671,0.014330196887841578,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,10.0833,4,0,0,4.416666666666668,0.2208333333333334,0,False,-2.3175482149856834,0.0,0.0,0.08833333333333337,0.014573623222366924,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,10.1667,4,0,0,4.500000000000001,0.22500000000000006,0,False,-2.280588155427785,0.0,0.0,0.09000000000000002,0.015089829825521803,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,10.25,4,0,0,4.583333333333334,0.2291666666666667,0,False,-2.2239570505176975,0.0,0.0,0.09166666666666669,0.01589966307747368,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,10.3333,4,0,0,4.666666666666667,0.23333333333333336,0,False,-2.148175179093237,0.0,0.0,0.09333333333333335,0.01703460797997365,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,10.4167,4,0,0,4.75,0.23750000000000002,0,False,-2.0539636248578144,0.0,0.0,0.09500000000000001,0.018536887635093927,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,10.5,4,0,0,4.833333333333333,0.24166666666666667,0,False,-1.9422385883705362,0.0,0.0,0.09666666666666668,0.020459046435954028,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,10.5833,4,0,0,4.916666666666666,0.24583333333333332,0,False,-1.8141039362513638,0.0,0.0,0.09833333333333333,0.022862510877126388,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,10.6667,4,0,0,4.999999999999999,0.24999999999999997,0,False,-1.6708419710966618,0.0,0.0,0.09999999999999999,0.02581445928323137,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,10.75,4,0,0,5.083333333333332,0.2541666666666666,0,False,-1.5139024137334811,0.0,0.0,0.10166666666666664,0.029382248975455372,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,10.8333,4,0,0,5.166666666666665,0.25833333333333325,0,False,-1.3448896024638604,0.0,0.0,0.1033333333333333,0.0336247816110362,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,10.9167,4,0,0,5.249999999999998,0.2624999999999999,0,False,-1.1655479320450828,0.0,0.0,0.10499999999999997,0.038580713714485584,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,11.0,4,0,0,5.333333333333331,0.26666666666666655,1,True,-0.9777455782214878,0.0,0.0,0.10666666666666663,0.04425447788292653,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,11.0833,4,0,0,5.416666666666664,0.2708333333333332,1,True,-0.7834565812885501,0.0,0.0,0.10833333333333328,0.05060259161876618,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,11.1667,4,0,0,5.499999999999997,0.27499999999999986,1,True,-0.5847413937768536,0.0,0.0,0.10999999999999995,0.05752419525006963,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,11.25,4,0,0,5.58333333333333,0.2791666666666665,1,True,-0.3837260319840391,0.0,0.0,0.11166666666666661,0.06486023908119208,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,11.3333,4,0,0,5.666666666666663,0.28333333333333316,1,True,-0.18258000762812926,0.0,0.0,0.11333333333333327,0.07240428685681348,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,11.4167,4,0,0,5.7499999999999964,0.2874999999999998,1,True,0.01650674696078975,0.0,0.0,0.11499999999999994,0.07992440815281922,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,11.5,4,0,0,5.8333333333333295,0.29166666666666646,1,True,0.21134771038390915,0.0,0.0,0.11666666666666659,0.08719142488557297,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,11.5833,4,0,0,5.9166666666666625,0.2958333333333331,1,True,0.3997840767489688,0.0,0.0,0.11833333333333325,0.0940061172838045,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,11.6667,4,0,0,5.999999999999996,0.29999999999999977,1,True,0.5797092194332705,0.0,0.0,0.11999999999999991,0.1002184948830864,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,11.75,4,0,0,6.083333333333329,0.3041666666666665,1,True,0.7490929753265558,0.0,0.0,0.12166666666666659,0.10573556086611101,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,11.8333,4,0,0,6.166666666666662,0.3083333333333331,1,True,0.9060053925771592,0.0,0.0,0.12333333333333325,0.11051815109621063,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,11.9167,4,0,0,6.249999999999995,0.3124999999999998,1,True,1.0486395743242891,0.0,0.0,0.12499999999999992,0.1145703383560071,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,12.0,4,0,0,6.333333333333328,0.31666666666666643,1,True,1.175333248984477,0.0,0.0,0.12666666666666657,0.11792570597453744,True,2.0,quick_e_snack,3.0,0.3494211403367493,0.0,-0.40924653675492684,0.25333333333333313,0.1976811366324099,0.22444424977632726,0.0,-0.16369861470197072,0.0,0.17310407612046472,0.17342518708729382,0.0,-0.05456620490065692,0.0,0.18346177896781707,-0.3241332923634561,0.0,-0.0,0.25333333333333313,0.1517671465394123,-0.24461353459903493,0.0,-0.0,0.0,0.12755323922723782,0.021443183316919592,0.0,-0.0,0.0,0.1664326225126583
145,12.0833,4,3,0,0.0,0.0,1,False,1.2845887049875147,0.0,0.0,0.0,0.1174844794663546,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,12.1667,4,3,0,0.08333333333333333,0.004166666666666667,1,False,1.3750907447290681,0.0,0.0,0.0016666666666666668,0.11977045820785896,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,12.25,4,3,0,0.16666666666666666,0.008333333333333333,1,False,1.4457223388922886,0.0,0.0,0.0033333333333333335,0.12147795877153424,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,12.3333,4,3,0,0.25,0.0125,1,False,1.4955776978152053,0.0,0.0,0.005000000000000001,0.12264909329494078,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,12.4167,4,3,0,0.3333333333333333,0.016666666666666666,1,False,1.5239725205352348,0.0,0.0,0.006666666666666667,0.12331497235219922,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,12.5,4,3,0,0.41666666666666663,0.020833333333333332,1,False,1.5304512335018439,0.0,0.0,0.008333333333333333,0.12349319513048501,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,12.5833,4,3,0,0.49999999999999994,0.024999999999999998,1,False,1.5147910884051625,0.0,0.0,0.01,0.12318643643279155,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,12.6667,4,3,0,0.5833333333333333,0.029166666666666664,1,False,1.4770030505751484,0.0,0.0,0.011666666666666665,0.12238177806899668,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,12.75,4,3,0,0.6666666666666666,0.03333333333333333,1,False,1.4173294742307234,0.0,0.0,0.013333333333333334,0.12105068517827897,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,12.8333,4,3,0,0.75,0.037500000000000006,1,False,1.3362386266453148,0.0,0.0,0.015000000000000003,0.11914980820856359,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,12.9167,4,3,0,0.8333333333333334,0.04166666666666667,1,False,1.2344161881307654,0.0,0.0,0.01666666666666667,0.11662308783547373,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,13.0,4,3,0,0.9166666666666667,0.04583333333333334,1,False,1.112753916723163,0.0,0.0,0.018333333333333337,0.11340592371370106,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,13.0833,4,3,0,1.0,0.05,1,False,0.9723357237574907,0.0,0.0,0.020000000000000004,0.10943235368791239,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,13.1667,4,3,0,1.0833333333333333,0.05416666666666667,1,False,0.8144214574625039,0.0,0.0,0.021666666666666667,0.10464610359662702,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,13.25,4,3,0,1.1666666666666665,0.05833333333333333,1,False,0.6404287348143864,0.0,0.0,0.02333333333333333,0.09901574667680044,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,13.3333,4,3,0,1.2499999999999998,0.06249999999999999,1,False,0.4519131959312667,0.0,0.0,0.024999999999999998,0.09255280597359128,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,13.4167,4,3,0,1.333333333333333,0.06666666666666665,1,False,0.25054757933923094,0.0,0.0,0.02666666666666666,0.08532946909998625,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,13.5,4,3,0,1.4166666666666663,0.07083333333333332,1,False,0.038100029884846565,0.0,0.0,0.02833333333333333,0.07749033528594508,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,13.5833,4,3,0,1.4999999999999996,0.07499999999999998,1,False,-0.18358794635851178,0.0,0.0,0.029999999999999995,0.06925174732244099,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,13.6667,4,3,0,1.5833333333333328,0.07916666666666665,1,False,-0.4126234740654,0.0,0.0,0.03166666666666666,0.0608844221248077,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,13.75,4,3,0,1.666666666666666,0.08333333333333331,1,False,-0.6470838599905036,0.0,0.0,0.033333333333333326,0.05268061912925509,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,13.8333,4,3,0,1.7499999999999993,0.08749999999999997,1,False,-0.885037344382112,0.0,0.0,0.03499999999999999,0.04491375356224587,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,13.9167,4,3,0,1.8333333333333326,0.09166666666666663,1,False,-1.1245627300715406,0.0,0.0,0.03666666666666665,0.03780220055584587,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,14.0,4,3,0,1.9166666666666659,0.0958333333333333,1,False,-1.3637676110569057,0.0,0.0,0.03833333333333332,0.03148733881343121,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,14.0833,4,3,0,1.9999999999999991,0.09999999999999996,1,False,-1.6008049725030098,0.0,0.0,0.03999999999999999,0.026029675357339698,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,14.1667,4,3,0,2.0833333333333326,0.10416666666666663,1,False,-1.8338879884379593,0.0,0.0,0.04166666666666666,0.021420089821844433,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,14.25,4,3,0,2.166666666666666,0.10833333333333331,1,False,-2.0613029003237227,0.0,0.0,0.04333333333333333,0.0175993657879966,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,14.3333,4,3,0,2.2499999999999996,0.11249999999999999,1,False,-2.281419917355595,0.0,0.0,0.045,0.014479096393210277,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,14.4167,4,3,0,2.333333333333333,0.11666666666666665,1,False,-2.492702136065505,0.0,0.0,0.04666666666666666,0.01195934271832103,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,14.5,4,3,0,2.4166666666666665,0.12083333333333333,1,False,-2.693712530898984,0.0,0.0,0.04833333333333334,0.009941157293294622,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,14.5833,4,3,0,2.5,0.125,1,False,-2.8831191173581994,0.0,0.0,0.05,0.008334074963403331,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,14.6667,4,3,0,2.5833333333333335,0.12916666666666668,1,False,-3.0596984336689457,0.0,0.0,0.05166666666666667,0.007059651131284662,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,14.75,4,3,0,2.666666666666667,0.13333333333333336,1,False,-3.222337524554824,0.0,0.0,0.053333333333333344,0.006052343461282539,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,14.8333,4,3,0,2.7500000000000004,0.13750000000000004,1,False,-3.37003464063213,0.0,0.0,0.05500000000000002,0.005258849809137906,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,14.9167,4,3,0,2.833333333333334,0.1416666666666667,1,False,-3.5018988884705644,0.0,0.0,0.05666666666666668,0.0046367044842485,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,15.0,4,3,0,2.9166666666666674,0.14583333333333337,1,False,-3.6171490790585024,0.0,0.0,0.05833333333333335,0.004152642313870407,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,15.0833,4,3,0,3.000000000000001,0.15000000000000005,1,False,-3.715112026097728,0.0,0.0,0.060000000000000026,0.0037810182325260554,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,15.1667,4,3,0,3.0833333333333344,0.15416666666666673,1,False,-3.795220540329259,0.0,0.0,0.061666666666666696,0.0035024230024566093,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,15.25,4,3,0,3.166666666666668,0.1583333333333334,1,False,-3.8570113523166847,0.0,0.0,0.06333333333333337,0.0033025480177078987,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,15.3333,4,3,0,3.2500000000000013,0.1625000000000001,1,False,-3.90012317438713,0.0,0.0,0.06500000000000004,0.003171305675545147,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,15.4167,4,3,0,3.333333333333335,0.16666666666666674,1,False,-3.92429508357586,0.0,0.0,0.0666666666666667,0.00310219135002379,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,15.5,4,3,0,3.4166666666666683,0.17083333333333342,1,False,-3.9293653724595674,0.0,0.0,0.06833333333333337,0.003091867881625646,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,15.5833,4,3,0,3.5000000000000018,0.1750000000000001,1,False,-3.91527097488261,0.0,0.0,0.07000000000000005,0.0031399568904892103,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,15.6667,4,3,0,3.5833333333333353,0.17916666666666678,1,False,-3.8820475301017248,0.0,0.0,0.07166666666666671,0.003249029093693569,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,15.75,4,3,0,3.6666666666666687,0.18333333333333346,1,False,-3.82983010321737,0.0,0.0,0.07333333333333339,0.003424795855586541,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
